fpr_RF,tpr_RF
0.0,0.0
0.0001556420233463035,0.15273243435060327
0.0001556420233463035,0.15358410220014193
0.0001556420233463035,0.15372604684173172
0.0001556420233463035,0.1540099361249113
0.0001556420233463035,0.15429382540809083
0.0001556420233463035,0.1545777146912704
0.0001556420233463035,0.1547196593328602
0.0001556420233463035,0.15500354861603974
0.0001556420233463035,0.1552874378992193
0.0001556420233463035,0.24002838892831796
0.0001556420233463035,0.2403122782114975
0.0001556420233463035,0.2404542228530873
0.0001556420233463035,0.24073811213626686
0.0001556420233463035,0.2417317246273953
0.0001556420233463035,0.24215755855216464
0.0001556420233463035,0.242583392476934
0.000311284046692607,0.2965223562810504
0.000311284046692607,0.2966643009226402
0.000311284046692607,0.29694819020581975
0.000311284046692607,0.29723207948899927
0.000311284046692607,0.29907735982966643
0.000311284046692607,0.299361249112846
0.000311284046692607,0.2995031937544358
0.000311284046692607,0.2997870830376153
0.000311284046692607,0.30049680624556424
0.0004669260700389105,0.3405251951738822
0.0004669260700389105,0.34123491838183106
0.000622568093385214,0.3416607523066004
0.000622568093385214,0.3420865862313698
0.000622568093385214,0.3423704755145493
0.000622568093385214,0.34293825408090844
0.000622568093385214,0.34308019872249823
0.000622568093385214,0.3433640880056778
0.000622568093385214,0.3435060326472676
0.0007782101167315176,0.3772888573456352
0.0007782101167315176,0.3778566359119943
0.0007782101167315176,0.37842441447835345
0.0007782101167315176,0.378708303761533
0.0007782101167315176,0.3792760823278921
0.0007782101167315176,0.3795599716110717
0.0007782101167315176,0.37998580553584105
0.0007782101167315176,0.38041163946061035
0.0007782101167315176,0.3806955287437899
0.0007782101167315176,0.4072391767210788
0.0007782101167315176,0.40752306600425836
0.0007782101167315176,0.4078069552874379
0.0007782101167315176,0.4085166784953868
0.0007782101167315176,0.4090844570617459
0.0007782101167315176,0.40951029098651526
0.0007782101167315176,0.4100780695528744
0.0007782101167315176,0.4105039034776437
0.0007782101167315176,0.41092973740241306
0.0007782101167315176,0.41149751596877215
0.0007782101167315176,0.41163946061036194
0.000933852140077821,0.4319375443577005
0.000933852140077821,0.43222143364088006
0.000933852140077821,0.43250532292405963
0.000933852140077821,0.4334989354151881
0.000933852140077821,0.43364088005677787
0.000933852140077821,0.43392476933995744
0.000933852140077821,0.43449254790631653
0.000933852140077821,0.4349183818310859
0.000933852140077821,0.43520227111426546
0.000933852140077821,0.4353442157558552
0.000933852140077821,0.45791341376863026
0.000933852140077821,0.4587650816181689
0.000933852140077821,0.4590489709013485
0.000933852140077821,0.4594748048261178
0.000933852140077821,0.45975869410929737
0.000933852140077821,0.46061036195883603
0.000933852140077821,0.47906316536550747
0.000933852140077821,0.479347054648687
0.000933852140077821,0.4807665010645848
0.000933852140077821,0.48105039034776437
0.000933852140077821,0.4816181689141235
0.000933852140077821,0.4821859474804826
0.000933852140077821,0.48261178140525196
0.000933852140077821,0.48289567068843153
0.000933852140077821,0.4834634492547906
0.000933852140077821,0.4837473385379702
0.000933852140077821,0.48403122782114977
0.000933852140077821,0.5030518097941803
0.000933852140077821,0.5039034776437189
0.000933852140077821,0.5041873669268985
0.000933852140077821,0.5043293115684883
0.000933852140077821,0.505180979418027
0.000933852140077821,0.5056068133427963
0.000933852140077821,0.5196593328601845
0.000933852140077821,0.5198012775017743
0.000933852140077821,0.5200851667849539
0.000933852140077821,0.5205110007097232
0.000933852140077821,0.5209368346344926
0.000933852140077821,0.5210787792760824
0.000933852140077821,0.5215046132008516
0.000933852140077821,0.5217885024840312
0.000933852140077821,0.5304471256210078
0.000933852140077821,0.5320085166784954
0.0010894941634241246,0.5325762952448545
0.0010894941634241246,0.5327182398864443
0.0010894941634241246,0.5330021291696239
0.0010894941634241246,0.5337118523775728
0.0010894941634241246,0.5342796309439318
0.0010894941634241246,0.5344215755855216
0.001245136186770428,0.5474804826117814
0.001245136186770428,0.5483321504613201
0.001245136186770428,0.5613910574875799
0.001245136186770428,0.5618168914123491
0.001245136186770428,0.5625266146202981
0.001245136186770428,0.5635202271114266
0.001245136186770428,0.5711852377572747
0.001245136186770428,0.5714691270404543
0.001245136186770428,0.5717530163236337
0.001245136186770428,0.5721788502484031
0.0014007782101167316,0.5721788502484031
0.0014007782101167316,0.5723207948899929
0.0015564202334630351,0.5723207948899929
0.0015564202334630351,0.5730305180979418
0.0017120622568093384,0.5730305180979418
0.0017120622568093384,0.5734563520227112
0.001867704280155642,0.5798438608942512
0.001867704280155642,0.5812633073101491
0.001867704280155642,0.5815471965933287
0.0020233463035019454,0.5815471965933287
0.0020233463035019454,0.5816891412349183
0.002178988326848249,0.5883605393896381
0.002178988326848249,0.589070262597587
0.002178988326848249,0.5893541518807665
0.002178988326848249,0.589638041163946
0.002178988326848249,0.5899219304471256
0.002178988326848249,0.5904897090134847
0.0023346303501945525,0.5980127750177431
0.0023346303501945525,0.5984386089425124
0.0023346303501945525,0.5991483321504614
0.0023346303501945525,0.5994322214336408
0.002490272373540856,0.5994322214336408
0.002490272373540856,0.5995741660752306
0.0026459143968871595,0.5995741660752306
0.0026459143968871595,0.6
0.0028015564202334632,0.6
0.0028015564202334632,0.6062455642299504
0.0028015564202334632,0.6066713981547197
0.0028015564202334632,0.6072391767210787
0.0028015564202334632,0.6078069552874379
0.0029571984435797665,0.6146202980837473
0.0029571984435797665,0.6147622427253371
0.0029571984435797665,0.6150461320085167
0.0029571984435797665,0.6158977998580554
0.0029571984435797665,0.6163236337828247
0.0029571984435797665,0.6166075230660043
0.0029571984435797665,0.6171753016323633
0.0031128404669260703,0.6239886444286729
0.0031128404669260703,0.6245564229950319
0.0032684824902723736,0.6245564229950319
0.0032684824902723736,0.6252661462029808
0.0032684824902723736,0.6262597586941093
0.0032684824902723736,0.6265436479772889
0.0032684824902723736,0.6268275372604685
0.0035797665369649806,0.6347764371894961
0.0035797665369649806,0.6360539389638041
0.0035797665369649806,0.6366217175301633
0.0035797665369649806,0.6369056068133429
0.0035797665369649806,0.6371894960965223
0.0035797665369649806,0.6373314407381121
0.003735408560311284,0.6373314407381121
0.003735408560311284,0.6376153300212917
0.0038910505836575876,0.6447125621007807
0.0038910505836575876,0.6449964513839602
0.0038910505836575876,0.6452803406671398
0.0038910505836575876,0.6455642299503194
0.0038910505836575876,0.6458481192334989
0.0038910505836575876,0.6466997870830377
0.004202334630350194,0.6515259048970902
0.004202334630350194,0.654222853087296
0.004513618677042802,0.6593328601845281
0.004513618677042802,0.6596167494677075
0.004669260700389105,0.6601845280340667
0.004669260700389105,0.6607523066004258
0.004669260700389105,0.6645848119233498
0.004669260700389105,0.6654364797728886
0.004669260700389105,0.6658623136976579
0.004669260700389105,0.6660042583392477
0.004669260700389105,0.6662881476224273
0.004669260700389105,0.6667139815471966
0.004669260700389105,0.6715400993612491
0.004669260700389105,0.6718239886444287
0.004669260700389105,0.6721078779276083
0.004669260700389105,0.6733853797019163
0.004824902723735408,0.6733853797019163
0.004980544747081712,0.6775017743080198
0.004980544747081712,0.6777856635911994
0.004980544747081712,0.6782114975159688
0.004980544747081712,0.6787792760823279
0.004980544747081712,0.6790631653655075
0.004980544747081712,0.6794889992902768
0.004980544747081712,0.6799148332150461
0.005136186770428016,0.6799148332150461
0.005136186770428016,0.6800567778566359
0.005136186770428016,0.6853087295954577
0.005136186770428016,0.6857345635202271
0.005136186770428016,0.6863023420865862
0.005136186770428016,0.6867281760113556
0.005291828793774319,0.6918381831085877
0.005291828793774319,0.6924059616749467
0.005447470817120622,0.6925479063165365
0.005447470817120622,0.6926898509581263
0.005447470817120622,0.6929737402413059
0.005447470817120622,0.6939673527324344
0.005447470817120622,0.6989354151880767
0.005447470817120622,0.6992193044712562
0.005447470817120622,0.699361249112846
0.005447470817120622,0.6996451383960256
0.005447470817120622,0.7012065294535131
0.0056031128404669265,0.7060326472675656
0.0056031128404669265,0.7067423704755146
0.0056031128404669265,0.7073101490418736
0.0056031128404669265,0.707735982966643
0.0056031128404669265,0.7118523775727467
0.0056031128404669265,0.7127040454222853
0.0056031128404669265,0.7129879347054648
0.0056031128404669265,0.7131298793470546
0.0056031128404669265,0.7169623846699787
0.0056031128404669265,0.717388218594748
0.0056031128404669265,0.7176721078779276
0.0056031128404669265,0.7183818310858765
0.0056031128404669265,0.7209368346344925
0.0056031128404669265,0.7213626685592619
0.0056031128404669265,0.7217885024840313
0.00575875486381323,0.7217885024840313
0.00575875486381323,0.721930447125621
0.006070038910505836,0.7243435060326473
0.006070038910505836,0.725762952448545
0.006070038910505836,0.7260468417317246
0.006070038910505836,0.726472675656494
0.006070038910505836,0.7300212916962384
0.006070038910505836,0.7314407381121363
0.006070038910505836,0.7317246273953159
0.006070038910505836,0.7324343506032647
0.0062256809338521405,0.7324343506032647
0.0062256809338521405,0.7325762952448545
0.006536964980544747,0.7352732434350603
0.00669260700389105,0.7352732434350603
0.00669260700389105,0.7358410220014194
0.006848249027237354,0.7358410220014194
0.006848249027237354,0.7368346344925479
0.007003891050583658,0.7395315826827538
0.007159533073929961,0.7395315826827538
0.007159533073929961,0.7400993612491128
0.007159533073929961,0.7403832505322924
0.007159533073929961,0.7409510290986515
0.0073151750972762645,0.7435060326472676
0.0073151750972762645,0.7440738112136267
0.0073151750972762645,0.7443577004968063
0.0073151750972762645,0.7450674237047551
0.007470817120622568,0.7450674237047551
0.007470817120622568,0.7453513129879347
0.007626459143968872,0.7453513129879347
0.007626459143968872,0.745777146912704
0.007782101167315175,0.745777146912704
0.007782101167315175,0.7483321504613201
0.007782101167315175,0.7496096522356281
0.008093385214007782,0.7520227111426544
0.008093385214007782,0.7531582682753726
0.008249027237354085,0.7559971611071682
0.008249027237354085,0.7565649396735273
0.008404669260700388,0.7585521646557842
0.008404669260700388,0.7589779985805536
0.008404669260700388,0.7592618878637332
0.008404669260700388,0.7601135557132718
0.008715953307392997,0.7626685592618878
0.008715953307392997,0.7629524485450674
0.008715953307392997,0.763236337828247
0.008715953307392997,0.7638041163946061
0.008715953307392997,0.7653655074520936
0.008715953307392997,0.7665010645848119
0.008715953307392997,0.768346344925479
0.008715953307392997,0.7693399574166075
0.008715953307392997,0.7696238466997871
0.008715953307392997,0.7697657913413769
0.0088715953307393,0.7697657913413769
0.0088715953307393,0.7700496806245565
0.0088715953307393,0.7726046841731725
0.009027237354085603,0.7726046841731725
0.009027237354085603,0.7734563520227111
0.009027237354085603,0.7737402413058907
0.009182879377431907,0.7758694109297374
0.009182879377431907,0.7760113555713272
0.00933852140077821,0.7760113555713272
0.00933852140077821,0.7768630234208659
0.00933852140077821,0.7782824698367636
0.00933852140077821,0.7785663591199432
0.009494163424124513,0.7785663591199432
0.009494163424124513,0.778708303761533
0.009494163424124513,0.7789921930447126
0.009494163424124513,0.7791341376863024
0.009649805447470816,0.7811213626685592
0.009649805447470816,0.7815471965933286
0.009961089494163425,0.7815471965933286
0.009961089494163425,0.781973030518098
0.009961089494163425,0.7822569198012775
0.009961089494163425,0.7825408090844571
0.009961089494163425,0.7843860894251242
0.009961089494163425,0.7853797019162526
0.010116731517509728,0.7873669268985096
0.010428015564202335,0.7873669268985096
0.010428015564202335,0.7875088715400994
0.010428015564202335,0.7877927608232789
0.010428015564202335,0.7879347054648687
0.010428015564202335,0.7902058197303051
0.010428015564202335,0.7907735982966643
0.010428015564202335,0.7910574875798438
0.010428015564202335,0.791625266146203
0.010583657587548638,0.7938963804116395
0.010583657587548638,0.7940383250532292
0.010583657587548638,0.7943222143364088
0.010583657587548638,0.794889992902768
0.010583657587548638,0.7965933286018453
0.010583657587548638,0.798012775017743
0.010583657587548638,0.7992902767920511
0.010583657587548638,0.8
0.010739299610894941,0.8
0.010739299610894941,0.8002838892831795
0.010739299610894941,0.801277501774308
0.010739299610894941,0.8017033356990774
0.010894941634241245,0.8017033356990774
0.010894941634241245,0.8022711142654365
0.010894941634241245,0.8048261178140526
0.010894941634241245,0.8056777856635912
0.010894941634241245,0.807097232079489
0.010894941634241245,0.8073811213626686
0.011050583657587548,0.8073811213626686
0.011050583657587548,0.8082327892122072
0.011206225680933853,0.8082327892122072
0.011361867704280156,0.8100780695528744
0.011361867704280156,0.8102200141944642
0.01151750972762646,0.8102200141944642
0.01151750972762646,0.8106458481192335
0.011828793774319066,0.8117814052519517
0.011828793774319066,0.8119233498935415
0.011828793774319066,0.8124911284599007
0.011828793774319066,0.8143364088005678
0.011828793774319066,0.8150461320085167
