precision_svm,recall_svm
0.5605506047103755,1.0
0.5606048547552726,0.9998580553584102
0.5606494746895893,0.9998580553584102
0.5606941017272944,0.9998580553584102
0.5607387358700844,0.9998580553584102
0.5607833771196561,0.9998580553584102
0.560828025477707,0.9998580553584102
0.5608726809459352,0.9998580553584102
0.5609173435260392,0.9998580553584102
0.5609620132197181,0.9998580553584102
0.5610066900286715,0.9998580553584102
0.5610513739545998,0.9998580553584102
0.5610960649992034,0.9998580553584102
0.5611407631641838,0.9998580553584102
0.5611854684512428,0.9998580553584102
0.5612301808620827,0.9998580553584102
0.5612749003984063,0.9998580553584102
0.5613196270619173,0.9998580553584102
0.5613643608543194,0.9998580553584102
0.5614091017773173,0.9998580553584102
0.5614986050219211,0.9998580553584102
0.5615433673469388,0.9998580553584102
0.5615881368093757,0.9998580553584102
0.5616329134109392,0.9998580553584102
0.561677697153337,0.9998580553584102
0.5617224880382775,0.9998580553584102
0.5617672860674695,0.9998580553584102
0.5618120912426224,0.9998580553584102
0.5618569035654463,0.9998580553584102
0.5618219527760051,0.9997161107168204
0.5618667730355006,0.9997161107168204
0.5619116004467848,0.9997161107168204
0.5619564350115694,0.9997161107168204
0.562046125608491,0.9997161107168204
0.5620909816440542,0.9997161107168204
0.5621358448399713,0.9997161107168204
0.5621807151979565,0.9997161107168204
0.5622255927197254,0.9997161107168204
0.5622704774069934,0.9997161107168204
0.5623153692614771,0.9997161107168204
0.562360268284893,0.9997161107168204
0.5624051744789588,0.9997161107168204
0.5624500878453921,0.9997161107168204
0.5624950083859117,0.9997161107168204
0.5625399361022364,0.9997161107168204
0.5625848709960859,0.9997161107168204
0.5626298130691804,0.9997161107168204
0.5626747623232404,0.9997161107168204
0.5627197187599872,0.9997161107168204
0.5627646823811426,0.9997161107168204
0.5628096531884289,0.9997161107168204
0.562854631183569,0.9997161107168204
0.5628996163682864,0.9997161107168204
0.5629896083133493,0.9997161107168204
0.5630346150771445,0.9997161107168204
0.563079629037416,0.9997161107168204
0.5631246501958903,0.9997161107168204
0.5631696785542939,0.9997161107168204
0.5632147141143543,0.9997161107168204
0.5632597568777991,0.9997161107168204
0.5633048068463569,0.9997161107168204
0.5633498640217565,0.9997161107168204
0.5633949284057276,0.9997161107168204
0.56344,0.9997161107168204
0.5634850788063045,0.9997161107168204
0.5635301648263722,0.9997161107168204
0.5635752580619349,0.9997161107168204
0.5636203585147247,0.9997161107168204
0.5636654661864746,0.9997161107168204
0.5637105810789179,0.9997161107168204
0.5637557031937885,0.9997161107168204
0.563800832532821,0.9997161107168204
0.5638459690977504,0.9997161107168204
0.5638911128903122,0.9997161107168204
0.5639362639122427,0.9997161107168204
0.5639814221652787,0.9997161107168204
0.5640265876511572,0.9997161107168204
0.5640717603716162,0.9997161107168204
0.5641169403283941,0.9997161107168204
0.5641621275232297,0.9997161107168204
0.5642073219578627,0.9997161107168204
0.564252523634033,0.9997161107168204
0.5642977325534813,0.9997161107168204
0.5643429487179488,0.9997161107168204
0.564388172129177,0.9997161107168204
0.5644334027889085,0.9997161107168204
0.564478640698886,0.9997161107168204
0.5645238858608529,0.9997161107168204
0.5645691382765531,0.9997161107168204
0.5646143979477313,0.9997161107168204
0.5646596648761324,0.9997161107168204
0.5647049390635023,0.9997161107168204
0.5647502205115869,0.9997161107168204
0.5647955092221332,0.9997161107168204
0.5648408051968883,0.9997161107168204
0.5648861084376002,0.9997161107168204
0.5649314189460175,0.9997161107168204
0.5649767367238889,0.9997161107168204
0.5650220617729643,0.9997161107168204
0.5650673940949936,0.9997161107168204
0.5651127336917275,0.9997161107168204
0.5651580805649173,0.9997161107168204
0.565203434716315,0.9997161107168204
0.5652487961476725,0.9997161107168204
0.5653395408572804,0.9997161107168204
0.5653849241390383,0.9997161107168204
0.5654303147077714,0.9997161107168204
0.5654757125652349,0.9997161107168204
0.5655211177131845,0.9997161107168204
0.5655665301533767,0.9997161107168204
0.5656119498875682,0.9997161107168204
0.5657028112449799,0.9997161107168204
0.5657482528717166,0.9997161107168204
0.5657937017994858,0.9997161107168204
0.5658391580300474,0.9997161107168204
0.5658846215651615,0.9997161107168204
0.565930092406589,0.9997161107168204
0.5659755705560913,0.9997161107168204
0.5660210560154304,0.9997161107168204
0.5660665487863688,0.9997161107168204
0.5661120488706696,0.9997161107168204
0.5661575562700965,0.9997161107168204
