precision_RF,recall_RF
0.5500897946435543,1.0
0.5501405810684161,0.9998580553584102
0.5501835507302976,0.9998580553584102
0.5502265271051399,0.9998580553584102
0.5502695101945161,0.9998580553584102
0.5503125,0.9998580553584102
0.5503554965231658,0.9998580553584102
0.5503984997655884,0.9998580553584102
0.5504415097288426,0.9998580553584102
0.5504845264145045,0.9998580553584102
0.5676067687348912,0.9998580553584102
0.5676525102748006,0.9998580553584102
0.5676982591876208,0.9998580553584102
0.567744015475135,0.9998580553584102
0.5677897791391262,0.9998580553584102
0.5678355501813784,0.9998580553584102
0.5679271144078045,0.9998580553584102
0.5682019843510526,0.9998580553584102
0.5682478218780251,0.9998580553584102
0.5682936668011295,0.9998580553584102
0.5683853788428952,0.9998580553584102
0.5684312459651388,0.9998580553584102
0.5684771204906787,0.9998580553584102
0.5685230024213075,0.9998580553584102
0.5686147885050048,0.9998580553584102
0.5686606926616614,0.9998580553584102
0.568706604230583,0.9998580553584102
0.5687525232135648,0.9998580553584102
0.5687984496124031,0.9998580553584102
0.568890324664836,0.9998580553584102
0.5689362733220257,0.9998580553584102
0.5689822294022617,0.9998580553584102
0.5691201421992406,0.9998580553584102
0.5691661279896574,0.9998580553584102
0.5692121212121212,0.9998580553584102
0.5692581218684338,0.9998580553584102
0.5693501454898157,0.9998580553584102
0.5693961684584916,0.9998580553584102
0.5694421988682296,0.9998580553584102
0.5694882367208344,0.9998580553584102
0.5695342820181113,0.9998580553584102
0.5695803347618662,0.9998580553584102
0.5696263949539059,0.9998580553584102
0.5696724625960372,0.9998580553584102
0.569718537690068,0.9998580553584102
0.5697646202378064,0.9998580553584102
0.5698107102410613,0.9998580553584102
0.5698568077016423,0.9998580553584102
0.5699029126213592,0.9998580553584102
0.5699490250020228,0.9998580553584102
0.5699951448454442,0.9998580553584102
0.5700874069278083,0.9998580553584102
0.5701335491703764,0.9998580553584102
0.5834506750600513,0.9998580553584102
0.5834990059642147,0.9998580553584102
0.5835956917978459,0.9998580553584102
0.5836924096784886,0.9998580553584102
0.5837407806414188,0.9998580553584102
0.5837891596220786,0.9998580553584102
0.5838375466224617,0.9998580553584102
0.5838859416445623,0.9998580553584102
0.5839827557618968,0.9998580553584102
0.5840311748611227,0.9998580553584102
0.5841280371506758,0.9998580553584102
0.5842249315750186,0.9998580553584102
0.5842733908427339,0.9998580553584102
0.5843218581501451,0.9998580553584102
0.5843703334992534,0.9998580553584102
0.5844188168920601,0.9998580553584102
0.5844673083305676,0.9998580553584102
0.5845158078167787,0.9998580553584102
0.5845643153526972,0.9998580553584102
0.584612830940327,0.9998580553584102
0.5846613545816733,0.9998580553584102
0.5847098862787415,0.9998580553584102
0.5847584260335381,0.9998580553584102
0.5848069738480698,0.9998580553584102
