fpr_svm,tpr_svm
0.0,0.0
0.0,0.00014194464158978
0.0,0.00056777856635912
0.0001556420233463035,0.00099361249112846
0.0001556420233463035,0.00127750177430802
0.0001556420233463035,0.0015613910574875799
0.0001556420233463035,0.0032647267565649395
0.0001556420233463035,0.0035486160397444995
0.0001556420233463035,0.00440028388928318
0.0001556420233463035,0.004684173172462739
0.0001556420233463035,0.005393896380411639
0.0001556420233463035,0.005961674946770759
0.0001556420233463035,0.00695528743789922
0.0001556420233463035,0.007239176721078779
0.0001556420233463035,0.007381121362668559
0.0001556420233463035,0.00766501064584812
0.0001556420233463035,0.011213626685592618
0.0001556420233463035,0.011497515968772179
0.0001556420233463035,0.011923349893541518
0.0001556420233463035,0.012207239176721079
0.0001556420233463035,0.014194464158977998
0.0001556420233463035,0.014478353442157558
0.0001556420233463035,0.01603974449964514
0.0001556420233463035,0.016323633782824698
0.0001556420233463035,0.016607523066004257
0.0001556420233463035,0.01689141234918382
0.0001556420233463035,0.02256919801277502
0.0001556420233463035,0.022853087295954578
0.0001556420233463035,0.025266146202980837
0.0001556420233463035,0.0255500354861604
0.0001556420233463035,0.027963094393186658
0.0001556420233463035,0.028246983676366216
0.0001556420233463035,0.028814762242725337
0.0001556420233463035,0.029098651525904896
0.0001556420233463035,0.02924059616749468
0.0001556420233463035,0.029524485450674237
0.0001556420233463035,0.030092264017033358
0.0001556420233463035,0.030376153300212917
0.0001556420233463035,0.030943931866572037
0.0001556420233463035,0.031227821149751596
0.0001556420233463035,0.031653655074520934
0.0001556420233463035,0.0319375443577005
0.0001556420233463035,0.03236337828246984
0.0001556420233463035,0.032647267565649396
0.0001556420233463035,0.033073101490418734
0.0001556420233463035,0.0333569907735983
0.0001556420233463035,0.035486160397444996
0.0001556420233463035,0.035770049680624555
0.0001556420233463035,0.03647977288857346
0.0001556420233463035,0.03676366217175302
0.0001556420233463035,0.03775727466288148
0.0001556420233463035,0.03804116394606104
0.0001556420233463035,0.043151171043293114
0.0001556420233463035,0.04343506032647267
0.0001556420233463035,0.044144783534421576
0.0001556420233463035,0.044428672817601135
0.0001556420233463035,0.04513839602555004
0.0001556420233463035,0.0454222853087296
0.0001556420233463035,0.04655784244144784
0.0001556420233463035,0.0468417317246274
0.0001556420233463035,0.04797728885734563
0.0001556420233463035,0.0482611781405252
0.0001556420233463035,0.048545067423704756
0.0001556420233463035,0.048828956706884315
0.0001556420233463035,0.051525904897090136
0.0001556420233463035,0.051809794180269694
0.0001556420233463035,0.05535841022001419
0.0001556420233463035,0.05564229950319376
0.0001556420233463035,0.05777146912704045
0.0001556420233463035,0.05805535841022001
0.0001556420233463035,0.060042583392476936
0.0001556420233463035,0.060326472675656495
0.0001556420233463035,0.06217175301632363
0.0001556420233463035,0.06245564229950319
0.0001556420233463035,0.06302342086586231
0.0001556420233463035,0.06330731014904187
0.0001556420233463035,0.063875088715401
0.0001556420233463035,0.06415897799858056
0.0001556420233463035,0.06430092264017033
0.0001556420233463035,0.06458481192334989
0.0001556420233463035,0.06557842441447835
0.0001556420233463035,0.06586231369765791
0.0001556420233463035,0.06742370475514549
0.0001556420233463035,0.06770759403832505
0.0001556420233463035,0.0708303761533002
0.0001556420233463035,0.07111426543647978
0.0001556420233463035,0.07196593328601845
0.0001556420233463035,0.07224982256919801
0.0001556420233463035,0.07295954577714692
0.0001556420233463035,0.07324343506032648
